 *** DISPLACEMENT ***
  NODE         U              V
-----------------------------------
      1   1.298677E-08   1.178009E-40
      2   1.301983E-08   1.177789E-40
      3   1.298615E-08   1.274953E-10
      4   1.305409E-08   1.184322E-40
      5   1.301920E-08   1.278198E-10
      6   1.298427E-08   2.549783E-10
      7   1.308958E-08   1.190959E-40
      8   1.305346E-08   1.281562E-10
      9   1.301732E-08   2.556274E-10
     10   1.298114E-08   3.824368E-10
     11   1.312634E-08   1.197702E-40
     12   1.308895E-08   1.285046E-10
     13   1.305157E-08   2.563000E-10
     14   1.301419E-08   3.834103E-10
     15   1.297676E-08   5.098584E-10
     16   1.316440E-08   1.204556E-40
     17   1.312571E-08   1.288655E-10
     18   1.308706E-08   2.569968E-10
     19   1.304843E-08   3.844191E-10
     20   1.300979E-08   5.111562E-10
     21   1.297113E-08   6.372308E-10
     22   1.320378E-08   1.211522E-40
     23   1.316376E-08   1.292391E-10
     24   1.312381E-08   2.577185E-10
     25   1.308391E-08   3.854643E-10
     26   1.304403E-08   5.125012E-10
     27   1.300415E-08   6.388529E-10
     28   1.296425E-08   7.645419E-10
     29   1.324454E-08   1.218604E-40
     30   1.320315E-08   1.296258E-10
     31   1.316186E-08   2.584657E-10
     32   1.312065E-08   3.865467E-10
     33   1.307949E-08   5.138946E-10
     34   1.303837E-08   6.405339E-10
     35   1.299725E-08   7.664880E-10
     36   1.295612E-08   8.917792E-10
     37   1.328670E-08   1.225806E-40
     38   1.324390E-08   1.300259E-10
     39   1.320124E-08   2.592390E-10
     40   1.315869E-08   3.876674E-10
     41   1.311622E-08   5.153377E-10
     42   1.307382E-08   6.422754E-10
     43   1.303145E-08   7.685048E-10
     44   1.298910E-08   8.940492E-10
     45   1.294674E-08   1.018931E-09
     46   1.333030E-08   1.233132E-40
     47   1.328606E-08   1.304397E-10
     48   1.324198E-08   2.600392E-10
     49   1.319806E-08   3.888273E-10
     50   1.315425E-08   5.168317E-10
     51   1.311053E-08   6.440790E-10
     52   1.306688E-08   7.705943E-10
     53   1.302328E-08   8.964017E-10
     54   1.297970E-08   1.021524E-09
     55   1.293611E-08   1.145984E-09
     56   1.337538E-08   1.240585E-40
     57   1.332966E-08   1.308678E-10
     58   1.328414E-08   2.608669E-10
     59   1.323879E-08   3.900274E-10
     60   1.319360E-08   5.183781E-10
     61   1.314854E-08   6.459463E-10
     62   1.310357E-08   7.727582E-10
     63   1.305869E-08   8.988389E-10
     64   1.301385E-08   1.024212E-09
     65   1.296904E-08   1.148901E-09
     66   1.292424E-08   1.272927E-09
     67   1.342199E-08   1.248169E-40
     68   1.337474E-08   1.313104E-10
     69   1.332773E-08   2.617230E-10
     70   1.328093E-08   3.912690E-10
     71   1.323433E-08   5.199781E-10
     72   1.318788E-08   6.478789E-10
     73   1.314156E-08   7.749986E-10
     74   1.309536E-08   9.013629E-10
     75   1.304923E-08   1.026997E-09
     76   1.300317E-08   1.151924E-09
     77   1.295714E-08   1.276167E-09
     78   1.291112E-08   1.399747E-09
     79   1.347016E-08   1.255889E-40
     80   1.342134E-08   1.317679E-10
     81   1.337280E-08   2.626081E-10
     82   1.332452E-08   3.925529E-10
