 *** DISPLACEMENT ***
  NODE         U              V
-----------------------------------
      1   6.374926E-11   1.298686E-08
      2   3.936953E-41   1.300339E-08
      3   6.409719E-11   1.300328E-08
      4   1.912424E-10   1.298560E-08
      5   2.613304E-41   1.298701E-08
      6   3.957956E-41   1.303705E-08
      7   6.426539E-11   1.303694E-08
      8   2.624387E-41   1.302007E-08
      9   1.276585E-10   1.300277E-08
     10   6.391209E-11   1.301996E-08
     11   1.917516E-10   1.300203E-08
     12   3.187170E-10   1.298310E-08
     13   1.274979E-10   1.298639E-08
     14   3.980150E-41   1.307192E-08
     15   6.443962E-11   1.307181E-08
     16   2.638459E-41   1.305433E-08
     17   1.279888E-10   1.303642E-08
     18   6.408034E-11   1.305422E-08
     19   1.922501E-10   1.303568E-08
     20   1.278222E-10   1.301944E-08
     21   2.553047E-10   1.300089E-08
     22   1.917301E-10   1.301871E-08
     23   3.193874E-10   1.299952E-08
     24   4.461609E-10   1.297935E-08
     25   2.549833E-10   1.298451E-08
     26   4.002699E-41   1.310805E-08
     27   6.462005E-11   1.310794E-08
     28   2.653224E-41   1.308983E-08
     29   1.283312E-10   1.307129E-08
     30   6.425459E-11   1.308972E-08
     31   1.927667E-10   1.307055E-08
     32   1.281586E-10   1.305370E-08
     33   2.559654E-10   1.303454E-08
     34   1.922347E-10   1.305297E-08
     35   3.202163E-10   1.303317E-08
     36   2.556321E-10   1.301756E-08
     37   3.829263E-10   1.299775E-08
     38   3.195297E-10   1.301620E-08
     39   4.469925E-10   1.299576E-08
     40   5.735618E-10   1.297434E-08
     41   3.824441E-10   1.298138E-08
     42   4.025614E-41   1.314545E-08
     43   6.480685E-11   1.314534E-08
     44   2.668225E-41   1.312659E-08
     45   1.286859E-10   1.310741E-08
     46   6.443504E-11   1.312648E-08
     47   1.933018E-10   1.310667E-08
     48   1.285070E-10   1.308920E-08
     49   2.566501E-10   1.306940E-08
     50   1.927574E-10   1.308846E-08
     51   3.210752E-10   1.306803E-08
     52   2.563047E-10   1.305182E-08
     53   3.839173E-10   1.303140E-08
     54   3.203705E-10   1.305045E-08
     55   4.481516E-10   1.302939E-08
     56   3.834173E-10   1.301442E-08
     57   5.105109E-10   1.299337E-08
     58   4.472984E-10   1.301243E-08
     59   5.745544E-10   1.299074E-08
     60   7.009075E-10   1.296809E-08
     61   5.098680E-10   1.297700E-08
     62   4.048905E-41   1.318417E-08
     63   6.500019E-11   1.318406E-08
     64   2.683469E-41   1.316464E-08
     65   1.290531E-10   1.314482E-08
     66   6.462187E-11   1.316454E-08
     67   1.938558E-10   1.314407E-08
     68   1.288679E-10   1.312595E-08
     69   2.573593E-10   1.310552E-08
     70   1.932987E-10   1.312521E-08
     71   3.219649E-10   1.310414E-08
     72   2.570016E-10   1.308730E-08
     73   3.849442E-10   1.306625E-08
     74   3.212417E-10   1.308593E-08
     75   4.493528E-10   1.306425E-08
     76   3.844262E-10   1.304867E-08
